CHROM	Start	End	Strand	GeneID
chr13	111115310	111305732	+	ENSG00000102606
chr13	111320642	111344248	+	ENSG00000153495
chr13	112067149	112071706	+	ENSG00000182968
chr13	112376355	112434689	+	ENSG00000153498
chr13	112485011	112588153	-	ENSG00000126216
chr13	112690038	112887168	+	ENSG00000068650
chr13	112969214	113099742	+	ENSG00000126217
chr13	113105791	113120685	+	ENSG00000057593
chr13	113122799	113149529	+	ENSG00000126218
chr13	113158648	113172386	+	ENSG00000126231
chr13	113177536	113208669	-	ENSG00000126226
chr13	113209613	113267108	+	ENSG00000139842
chr13	113297239	113323672	+	ENSG00000185896
chr13	113324163	113364130	-	ENSG00000139835
chr13	113399611	113453488	-	ENSG00000153531
chr13	113455819	113490711	-	ENSG00000150401
chr13	113491021	113550229	+	ENSG00000150403
chr13	113584753	113641473	+	ENSG00000198176
chr13	113648804	113658198	-	ENSG00000186009
chr13	113667219	113737736	+	ENSG00000185974
chr13	113759226	113816995	+	ENSG00000184497
chr13	113820549	113864076	-	ENSG00000183087
chr13	113953705	113974076	-	ENSG00000283199
chr13	113977783	114132623	-	ENSG00000185989
chr13	114179257	114223085	+	ENSG00000283361
chr13	114234897	114272723	+	ENSG00000130177
chr13	114281601	114305817	+	ENSG00000169062
chr13	114314503	114327322	+	ENSG00000198824
chr14	18601117	18602097	+	ENSG00000257115
chr14	18967434	19003752	+	ENSG00000222036
chr14	19402486	19434341	-	ENSG00000187537
chr14	19712936	19713883	-	ENSG00000258453
chr14	19803770	19830253	+	ENSG00000176294
chr14	19743571	19749469	+	ENSG00000182652
chr14	19773504	19783696	+	ENSG00000176299
chr14	19868197	19869143	-	ENSG00000176290
chr14	19875142	19883932	+	ENSG00000165762
chr14	19920607	19921578	+	ENSG00000176281
chr14	19930917	19936757	+	ENSG00000155249
chr14	19975591	19976565	+	ENSG00000169488
chr14	19999913	20004760	+	ENSG00000196383
chr14	20014143	20019307	-	ENSG00000169484
chr14	20029399	20036038	-	ENSG00000176253
chr14	20060045	20060983	+	ENSG00000176246
chr14	20110739	20122199	+	ENSG00000176230
chr14	20138820	20145471	+	ENSG00000184394
chr14	20190896	20201075	+	ENSG00000196832
chr14	20223710	20224702	+	ENSG00000176219
chr14	20229402	20230346	+	ENSG00000258806
chr14	20239286	20244349	+	ENSG00000176198
chr14	20286227	20305951	-	ENSG00000136319
chr14	20311370	20333279	-	ENSG00000100814
chr14	20343635	20357904	+	ENSG00000129484
chr14	20365667	20413501	-	ENSG00000129566
chr14	20425852	20436166	-	ENSG00000185271
chr14	20446401	20454812	-	ENSG00000092094
chr14	20455226	20457767	+	ENSG00000100823
chr14	20457681	20461434	-	ENSG00000165782
chr14	20469406	20477089	+	ENSG00000198805
chr14	20505537	20513884	+	ENSG00000182545
chr14	20556093	20560931	-	ENSG00000188655
chr14	20584340	20609795	-	ENSG00000259060
chr14	20583559	20587725	-	ENSG00000173464
chr14	20590073	20591376	-	ENSG00000258436
chr14	20640696	20641691	-	ENSG00000181803
chr14	20688764	20694183	+	ENSG00000214274
chr14	20684560	20701216	+	ENSG00000258818
chr14	20684587	20700576	+	ENSG00000259171
chr14	20745887	20748380	+	ENSG00000181562
chr14	20768404	20770948	+	ENSG00000181552
chr14	20781268	20782467	+	ENSG00000169413
chr14	20801228	20802844	-	ENSG00000129538
chr14	20891385	20892348	+	ENSG00000169397
chr14	20955487	20956436	+	ENSG00000169385
chr14	20989980	20997035	+	ENSG00000165792
chr14	20999293	21001871	+	ENSG00000165794
chr14	21016772	21025061	-	ENSG00000165795
chr14	21030217	21032815	+	ENSG00000179636
chr14	21032818	21034807	-	ENSG00000206150
chr14	21042362	21044233	+	ENSG00000165799
chr14	21057822	21058455	+	ENSG00000173431
chr14	21070304	21090248	+	ENSG00000165801
chr14	21090077	21098655	-	ENSG00000165804
chr14	21101066	21103724	+	ENSG00000232070
chr14	21154865	21156063	-	ENSG00000169327
chr14	21209147	21269442	-	ENSG00000092199
chr14	21280083	21351301	+	ENSG00000092200
chr14	21351476	21384019	-	ENSG00000092201
chr14	21385199	21456123	-	ENSG00000100888
chr14	21459020	21476959	-	ENSG00000129472
chr14	21477195	21499170	+	ENSG00000092203
chr14	21498138	21511340	-	ENSG00000165819
chr14	21521080	21526346	-	ENSG00000165821
chr14	21568520	21580076	-	ENSG00000169208
chr14	21633836	21634940	-	ENSG00000255582
chr14	21653835	21667642	+	ENSG00000221977
chr14	21667886	21673818	-	ENSG00000276240
chr14	22564907	22589224	-	ENSG00000129562
chr14	22598300	22612963	+	ENSG00000100439
chr14	22630929	22644352	-	ENSG00000255804
chr14	22766688	22773042	+	ENSG00000155463
chr14	22773222	22815435	-	ENSG00000155465
chr14	22829887	22835037	+	ENSG00000172590
chr14	22836585	22847758	+	ENSG00000157227
chr14	22871740	22881713	+	ENSG00000197324
chr14	22883222	22887678	+	ENSG00000139890
chr14	22893204	22919149	-	ENSG00000100461
chr14	22920529	22929376	-	ENSG00000100462
chr14	22946228	22957090	-	ENSG00000092036
chr14	22946270	22982258	-	ENSG00000259132
chr14	22971177	22982551	-	ENSG00000129474
chr14	22985894	23010143	-	ENSG00000100802
chr14	23025856	23034900	-	ENSG00000100804
chr14	23042212	23044060	+	ENSG00000222028
chr14	23047067	23057520	-	ENSG00000139880
chr14	23058564	23095136	-	ENSG00000100813
chr14	23095505	23100456	+	ENSG00000179933
chr14	23099062	23104989	-	ENSG00000283654
chr14	23117306	23119255	-	ENSG00000092067
chr14	23125295	23183660	-	ENSG00000092068
chr14	23237936	23273477	+	ENSG00000215277
chr14	23272422	23286132	-	ENSG00000290292
chr14	23295652	23302859	-	ENSG00000235194
chr14	23306833	23311751	+	ENSG00000129473
chr14	23306833	23326175	+	ENSG00000258643
chr14	23321457	23326163	+	ENSG00000100836
chr14	23346318	23352887	-	ENSG00000092096
chr14	23356406	23365172	-	ENSG00000100842
chr14	23372861	23376403	+	ENSG00000166090
chr14	23377046	23379772	+	ENSG00000166091
chr14	23381987	23408273	-	ENSG00000197616
chr14	23412740	23435660	-	ENSG00000092054
chr14	23469703	23478173	+	ENSG00000129460
chr14	23520857	23551765	-	ENSG00000136367
chr14	23556271	23560271	+	ENSG00000259431
chr14	23559567	23567791	-	ENSG00000213983
chr14	23568038	23578790	-	ENSG00000092051
chr14	23636364	23645639	+	ENSG00000100867
chr14	23953770	23969279	+	ENSG00000157326
chr14	23988929	24006403	+	ENSG00000187630
chr14	24052009	24069729	+	ENSG00000186648
chr14	24071562	24078087	+	ENSG00000100884
chr14	24078662	24114949	-	ENSG00000129535
chr14	24094311	24104125	+	ENSG00000100889
chr14	24114777	24125242	+	ENSG00000100897
chr14	24120956	24131829	+	ENSG00000259371
chr14	24130659	24132847	+	ENSG00000139914
chr14	24136194	24138962	+	ENSG00000092010
chr14	24138965	24141591	-	ENSG00000100908
chr14	24143365	24146610	-	ENSG00000100911
chr14	24147498	24160655	+	ENSG00000092098
chr14	24147548	24166452	+	ENSG00000259529
chr14	24161265	24166565	+	ENSG00000213928
chr14	24172080	24180254	+	ENSG00000100918
chr14	24180219	24188816	-	ENSG00000196497
chr14	24180395	24190416	-	ENSG00000259522
chr14	24189149	24195441	-	ENSG00000100926
chr14	24189157	24213473	-	ENSG00000254692
chr14	24205696	24208248	+	ENSG00000139908
chr14	24209615	24213488	-	ENSG00000254505
chr14	24213943	24216066	-	ENSG00000213920
chr14	24214096	24232352	-	ENSG00000255526
chr14	24216857	24232367	-	ENSG00000129559
chr14	24232929	24239242	+	ENSG00000100938
chr14	24239643	24242623	-	ENSG00000092330
chr14	24249114	24263177	-	ENSG00000092295
chr14	24265538	24271597	-	ENSG00000100949
chr14	24290598	24299780	-	ENSG00000157379
chr14	24299850	24309124	+	ENSG00000196943
chr14	24305187	24307977	-	ENSG00000136305
chr14	24310140	24312038	+	ENSG00000213906
chr14	24311502	24318036	+	ENSG00000213903
chr14	24318359	24335071	-	ENSG00000129467
chr14	24336025	24339991	-	ENSG00000129465
chr14	24368184	24379601	+	ENSG00000100968
chr14	24399003	24419283	+	ENSG00000205978
chr14	24426545	24429668	-	ENSG00000139899
chr14	24429954	24441843	+	ENSG00000100441
chr14	24439766	24442776	-	ENSG00000100445
chr14	24505353	24508265	-	ENSG00000092009
chr14	24573518	24576250	-	ENSG00000100448
chr14	24606480	24609685	-	ENSG00000100450
chr14	24630954	24634190	-	ENSG00000100453
chr14	24809454	25050147	-	ENSG00000168952
chr14	26443090	26598033	-	ENSG00000139910
chr14	28766787	28770277	+	ENSG00000176165
chr14	29576479	29927847	-	ENSG00000184304
chr14	30559158	30620064	+	ENSG00000092140
chr14	30622319	30735850	+	ENSG00000092108
chr14	30874559	30890618	+	ENSG00000100473
chr14	30893804	31026379	-	ENSG00000196792
chr14	31025649	31096450	+	ENSG00000100478
chr14	31100117	31207793	-	ENSG00000092148
chr14	31291788	31420550	-	ENSG00000129493
chr14	31400279	31457407	-	ENSG00000203546
chr14	31446036	31457506	-	ENSG00000129480
chr14	31482875	31488039	-	ENSG00000214943
chr14	31561404	31861224	+	ENSG00000151413
chr14	32077304	32159728	+	ENSG00000100852
chr14	32329298	32837684	+	ENSG00000151320
chr14	32938879	33804173	+	ENSG00000151322
chr14	33924227	33951074	-	ENSG00000129521
chr14	34432788	34462240	-	ENSG00000165389
chr14	34515938	34539701	-	ENSG00000129518
chr14	34561093	34630148	-	ENSG00000129515
chr14	34709113	34714593	-	ENSG00000165410
chr14	34752731	34875360	-	ENSG00000198604
chr14	34982992	35029567	+	ENSG00000100883
chr14	35046272	35083378	+	ENSG00000151327
chr14	35085472	35121990	-	ENSG00000092020
chr14	35122552	35277622	+	ENSG00000100890
chr14	35122549	35317474	+	ENSG00000258790
chr14	35292382	35317493	+	ENSG00000100902
chr14	35401513	35404749	-	ENSG00000100906
chr14	35534164	35537054	+	ENSG00000168348
chr14	35538356	35809295	-	ENSG00000174373
chr14	35826338	35871963	+	ENSG00000100916
chr14	36298564	36320637	-	ENSG00000151332
chr14	36473288	36521149	-	ENSG00000257520
chr14	36516397	36520232	-	ENSG00000136352
chr14	36580004	36582614	-	ENSG00000136327
chr14	36661860	36679362	+	ENSG00000198807
chr14	36677921	37172606	-	ENSG00000183032
chr14	37197937	37551259	+	ENSG00000151338
chr14	37589552	37595249	-	ENSG00000129514
chr14	37595629	37842717	+	ENSG00000139865
chr14	38207904	38213067	+	ENSG00000139874
chr14	38254000	38256093	-	ENSG00000176435
chr14	39031919	39103235	-	ENSG00000100934
chr14	39114323	39136973	+	ENSG00000092208
chr14	39147814	39170333	-	ENSG00000182400
chr14	39175254	39183220	+	ENSG00000100941
chr14	39233915	39350694	+	ENSG00000150527
chr14	39397684	39432433	-	ENSG00000165355
chr14	41606876	41904549	+	ENSG00000165379
chr14	44504149	44507283	-	ENSG00000189139
chr14	44897275	44907257	+	ENSG00000179476
chr14	44924324	44961947	-	ENSG00000179454
chr14	44962190	45074431	+	ENSG00000198718
chr14	45084116	45116282	+	ENSG00000185246
chr14	45115599	45134481	-	ENSG00000100442
chr14	45135930	45200890	+	ENSG00000187790
chr14	45203190	45253202	-	ENSG00000129534
chr14	46651010	46651781	-	ENSG00000165496
chr14	46840092	47675605	-	ENSG00000139915
chr14	49583577	49586380	-	ENSG00000213741
chr14	49598940	49614672	+	ENSG00000165501
chr14	49618530	49620626	-	ENSG00000165502
chr14	49620799	49623481	+	ENSG00000168282
chr14	49625174	49635244	-	ENSG00000165506
chr14	49643555	49688214	-	ENSG00000100479
chr14	49693120	49753150	+	ENSG00000197776
chr14	49768153	49786385	+	ENSG00000165516
chr14	49782083	49852788	-	ENSG00000165525
chr14	49893082	49897054	+	ENSG00000165527
chr14	50108637	50116572	-	ENSG00000100483
chr14	50117130	50231578	-	ENSG00000100485
chr14	50242434	50312229	-	ENSG00000087299
chr14	50312324	50327957	+	ENSG00000125375
chr14	50326265	50396881	-	ENSG00000100490
chr14	50418521	50532569	-	ENSG00000012983
chr14	50560145	50633045	+	ENSG00000198513
chr14	50633580	50668306	-	ENSG00000151748
chr14	50719763	50831162	-	ENSG00000100503
chr14	50905217	50944483	-	ENSG00000100504
chr14	50872053	50904970	+	ENSG00000131969
chr14	50975266	51095105	-	ENSG00000100505
chr14	51240247	51257655	+	ENSG00000139921
chr14	51651910	51730727	+	ENSG00000139926
chr14	51860612	51969795	+	ENSG00000186469
chr14	51989546	52010694	+	ENSG00000087302
chr14	52004809	52069059	-	ENSG00000087303
chr14	52267698	52276724	+	ENSG00000168229
chr14	52314312	52328598	+	ENSG00000125384
chr14	52430596	52552505	-	ENSG00000087301
chr14	52552836	52637713	+	ENSG00000180998
chr14	52639915	52695558	-	ENSG00000197930
chr14	52707200	52728590	+	ENSG00000100519
chr14	52730166	52774989	+	ENSG00000198252
chr14	52775193	52791607	-	ENSG00000100522
chr14	52857273	52951050	-	ENSG00000073712
chr14	53036755	53153323	-	ENSG00000100523
chr14	53949736	53956825	-	ENSG00000125378
chr14	54397007	54420218	+	ENSG00000100526
chr14	54423561	54441374	-	ENSG00000100528
chr14	54474485	54488980	-	ENSG00000197045
chr14	54509906	54539292	+	ENSG00000100532
chr14	54567128	54793312	+	ENSG00000020577
chr14	54842017	54902826	-	ENSG00000131979
chr14	54938949	55027099	-	ENSG00000198554
chr14	55027236	55049489	+	ENSG00000180008
chr14	55051647	55070194	+	ENSG00000168175
chr14	55129252	55145423	+	ENSG00000131981
chr14	55148135	55191585	-	ENSG00000126787
chr14	55271421	55353611	+	ENSG00000178974
chr14	55366391	55411830	-	ENSG00000126775
chr14	55414210	55440616	-	ENSG00000182521
chr14	55580207	55684579	+	ENSG00000126777
chr14	56118411	56301524	+	ENSG00000139946
chr14	56579798	56649515	+	ENSG00000070269
chr14	56799905	56810479	-	ENSG00000165588
chr14	57200507	57268905	-	ENSG00000070367
chr14	57268971	57298742	+	ENSG00000053770
chr14	57390586	57415906	+	ENSG00000139977
chr14	57469300	57493857	-	ENSG00000100557
chr14	57563920	57866092	-	ENSG00000151812
chr14	58000761	58152213	-	ENSG00000139971
chr14	58200149	58235636	+	ENSG00000131966
chr14	58244843	58272004	+	ENSG00000100567
chr14	58298555	58373876	+	ENSG00000032219
chr14	58395930	58408702	+	ENSG00000196860
chr14	58408495	58427531	-	ENSG00000100575
chr14	58427719	58551297	+	ENSG00000100578
chr14	58637962	58648321	+	ENSG00000165617
chr14	59188667	59371403	+	ENSG00000100592
chr14	59460759	59465380	-	ENSG00000181619
chr14	59472606	59484408	-	ENSG00000126790
chr14	59484517	59505410	+	ENSG00000050130
chr14	59505067	59576812	-	ENSG00000151838
chr14	59595983	59870776	-	ENSG00000139970
chr14	59920144	60066817	+	ENSG00000131951
chr14	60091923	60148221	+	ENSG00000126773
chr14	60144119	60165398	-	ENSG00000100612
chr14	60249221	60299087	+	ENSG00000100614
chr14	60435956	60486063	-	ENSG00000179008
chr14	60509146	60512850	+	ENSG00000184302
chr14	60643421	60649477	-	ENSG00000126778
chr14	60709539	60724351	-	ENSG00000100625
chr14	60734761	60969965	+	ENSG00000020426
chr14	60971441	60981079	-	ENSG00000126814
chr14	60981245	61052630	+	ENSG00000139974
chr14	61321579	61550976	+	ENSG00000027075
chr14	61277370	61281338	-	ENSG00000182107
chr14	61529128	61657964	+	ENSG00000258989
chr14	61695513	61748258	+	ENSG00000100644
chr14	61762420	61796428	+	ENSG00000023608
chr14	61812703	62112550	+	ENSG00000139973
chr14	62075340	62128421	+	ENSG00000289503
chr14	62699464	63045458	-	ENSG00000140015
chr14	63204443	63293508	+	ENSG00000126785
chr14	63312835	63318935	-	ENSG00000179600
chr14	63371364	63543377	-	ENSG00000154001
chr14	63597039	63641871	-	ENSG00000140006
chr14	63684216	63728065	-	ENSG00000126821
chr14	63853004	64226433	+	ENSG00000054654
chr14	64228317	64294371	-	ENSG00000140009
chr14	64388353	64460025	+	ENSG00000100714
chr14	64478051	64503838	-	ENSG00000089775
chr14	64465499	64474503	+	ENSG00000179841
chr14	64504770	64524951	+	ENSG00000126804
chr14	64540741	64543237	+	ENSG00000126803
chr14	64549961	64589381	+	ENSG00000165807
chr14	64704424	64750249	+	ENSG00000126822
chr14	64746283	64879907	-	ENSG00000070182
chr14	64914455	64935368	+	ENSG00000258289
chr14	64914493	65061361	+	ENSG00000125954
chr14	64939158	64942745	-	ENSG00000176153
chr14	64945816	64972336	-	ENSG00000139998
chr14	64986895	65062650	+	ENSG00000257365
chr14	65075127	65102517	-	ENSG00000125952
chr14	65412730	65744121	+	ENSG00000033170
chr14	66486371	66498553	+	ENSG00000196553
chr14	66508147	67181803	+	ENSG00000171723
chr14	67189440	67223940	+	ENSG00000172717
chr14	67241435	67336061	+	ENSG00000072415
chr14	67337872	67359804	-	ENSG00000100554
chr14	67360328	67386516	+	ENSG00000134001
chr14	67386984	67412165	-	ENSG00000100558
chr14	67470269	67488721	-	ENSG00000198133
chr14	67533290	67589612	+	ENSG00000054690
chr14	67589318	67600268	-	ENSG00000100564
chr14	67619920	67651708	+	ENSG00000081181
chr14	67647085	67674632	-	ENSG00000100568
chr14	67659820	67690367	-	ENSG00000258466
chr14	67676800	67695764	-	ENSG00000072042
chr14	67701886	67734451	+	ENSG00000139988
chr14	67746522	67816590	-	ENSG00000072121
chr14	67819779	68478093	+	ENSG00000182185
chr14	68787662	68793067	-	ENSG00000185650
chr14	68874128	68979302	-	ENSG00000072110
chr14	69050881	69153119	-	ENSG00000139990
chr14	69191498	69244018	+	ENSG00000081177
chr14	69260158	69354466	+	ENSG00000100626
chr14	69380128	69398299	-	ENSG00000100632
chr14	69398692	69462390	+	ENSG00000029364
chr14	69484728	69531551	+	ENSG00000175985
chr14	69569799	69574871	-	ENSG00000267909
chr14	69611596	69715144	+	ENSG00000100647
chr14	69767142	69772005	+	ENSG00000100650
chr14	69775416	69797241	-	ENSG00000100652
chr14	69879416	70032366	+	ENSG00000198732
chr14	70044215	70188951	-	ENSG00000100678
chr14	70325081	70359683	-	ENSG00000133983
chr14	70326064	70417074	-	ENSG00000258644
chr14	70366499	70417090	-	ENSG00000213463
chr14	70452174	70459905	+	ENSG00000139985
chr14	70522358	70535004	-	ENSG00000134007
chr14	70583221	70600655	-	ENSG00000133997
chr14	70641916	70675366	+	ENSG00000133985
chr14	70722526	70809513	-	ENSG00000006432
chr14	70907459	71115382	+	ENSG00000100731
chr14	71320476	71741209	+	ENSG00000197555
chr14	71932429	72566530	+	ENSG00000182732
chr14	72609034	72894101	-	ENSG00000205683
chr14	72926464	72959703	+	ENSG00000119599
chr14	72969451	73027106	-	ENSG00000165861
chr14	73058534	73123899	+	ENSG00000119707
chr14	73136507	73223691	+	ENSG00000080815
chr14	73237506	73274623	+	ENSG00000100767
chr14	73275216	73458546	-	ENSG00000133961
chr14	73478484	73558947	-	ENSG00000187105
chr14	73490933	73493394	+	ENSG00000170468
chr14	73537143	73543796	+	ENSG00000184227
chr14	73569213	73575655	+	ENSG00000119673
chr14	73591873	73595766	+	ENSG00000177465
chr14	73612517	73619888	+	ENSG00000205669
chr14	73644986	73703732	+	ENSG00000119661
chr14	73711783	73714384	-	ENSG00000176903
chr14	73715122	73760303	-	ENSG00000156030
chr14	73851831	73885726	+	ENSG00000140043
chr14	73851971	73932278	+	ENSG00000258653
chr14	73886859	73932521	+	ENSG00000119725
chr14	73932276	73950094	-	ENSG00000156050
chr14	73950302	73963670	+	ENSG00000119723
chr14	73963230	74019288	-	ENSG00000187097
chr14	74019349	74066092	+	ENSG00000119636
chr14	74056847	74084453	-	ENSG00000119711
chr14	74084956	74201493	+	ENSG00000205659
chr14	74239449	74262738	+	ENSG00000119614
chr14	74285269	74302934	-	ENSG00000119688
chr14	74348471	74360008	+	ENSG00000133980
chr14	74405899	74426210	-	ENSG00000183379
chr14	74479940	74493305	-	ENSG00000119655
chr14	74493765	74497106	+	ENSG00000165898
chr14	74498183	74612237	-	ENSG00000119681
chr14	74661256	74713080	-	ENSG00000119682
chr14	74713144	74738620	+	ENSG00000119616
chr14	74763316	74837318	+	ENSG00000119596
chr14	74853033	74876145	-	ENSG00000119608
chr14	74881916	74903743	+	ENSG00000119689
chr14	74903951	74923260	-	ENSG00000198208
chr14	74941834	74955597	-	ENSG00000119630
chr14	75002921	75012366	+	ENSG00000119718
chr14	75013775	75051467	-	ENSG00000119684
chr14	75053243	75064024	-	ENSG00000119640
chr14	75069641	75079988	+	ENSG00000119703
chr14	75079353	75127048	-	ENSG00000119638
chr14	75131469	75176612	-	ENSG00000170348
chr14	75278828	75282230	+	ENSG00000170345
